Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],Temp[C]
768,392740,217,37.04,14478,24.34
769,392981,255,43.96,14483,24.23
770,393192,88,20.96,14516,24.34
771,393212,60,17.43,14521,24.44
772,393349,102,22.15,14526,24.34
773,393826,286,49.78,14531,24.34
774,394417,192,32.67,14563,24.44
775,394425,421,97.33,14568,24.34
776,394641,403,88.99,14573,24.44
777,395065,408,90.57,14607,24.34
778,395146,156,27.28,14612,24.23
779,395650,79,20.03,14617,24.23
780,395827,460,119.54,14622,24.34
781,396227,216,36.85,14657,24.44
782,397149,88,20.96,14689,24.34
783,397282,202,34.38,14694,24.44
784,397574,96,21.67,14699,24.44
785,397711,113,23.02,14704,24.44
786,398318,165,28.48,14736,24.44
787,398876,601,200.55,14741,24.34
788,399065,135,24.92,14777,24.34
789,399425,306,54.23,14782,24.34
790,399624,71,19.06,14787,24.44
791,399687,56,16.76,14792,24.34
792,399923,76,19.69,14797,24.44
793,401133,184,31.36,14856,24.34
794,401226,176,30.09,14861,24.34
795,401892,284,49.41,14866,24.34
796,402445,62,17.75,14899,24.44
797,402475,432,101.61,14904,24.34
798,405245,57,16.93,14996,24.23
799,406656,736,412.77,15028,24.34
800,407072,390,82.7,15064,24.34
801,407670,403,88.99,15069,24.44
802,408161,231,39.55,15103,24.34
803,409455,140,25.42,15135,24.34
804,410275,60,17.43,15167,24.44
805,410355,184,31.36,15172,24.34
806,410954,124,23.92,15177,24.44
807,411462,204,34.73,15209,24.23
808,411510,441,109.77,15214,24.44
809,413869,134,24.82,15277,24.34
810,414832,345,64.98,15309,24.34
811,414904,124,23.92,15314,24.44
812,415224,133,24.73,15346,24.01
813,416918,51,15.86,15378,24.23
814,417305,249,42.85,15410,24.34
815,417714,255,43.96,15415,24.34
816,419126,384,80.08,15476,24.34
817,420605,124,23.92,15510,24.01
818,421205,69,18.79,15542,24.23
819,421543,199,33.86,15547,24.34
820,421716,51,15.86,15552,24.44
821,421938,403,88.99,15557,24.23
822,423269,551,164.56,15620,24.34
823,423740,108,22.63,15625,24.34
824,425073,376,76.43,15684,24.34
825,425244,158,27.53,15689,24.34
826,425536,415,95,15694,24.34
827,425711,366,72.41,15699,24.34
828,426156,112,22.94,15732,24.34
829,427493,524,150.73,15764,24.34
830,428041,231,39.55,15800,24.34
831,428451,131,24.54,15805,24.34
832,430251,389,81.58,15864,24.34
833,431789,176,30.09,15898,24.34
834,432449,135,24.92,15930,24.34
835,432485,66,18.36,15935,24.34
836,432827,249,42.85,15940,24.34
837,432861,159,27.66,15945,24.23
838,433255,81,20.25,15977,24.44
839,433430,186,31.68,15982,24.34
840,434915,485,135.76,16014,24.44
841,435699,67,18.51,16049,24.44
842,436451,359,69.86,16081,24.34
843,436504,112,22.94,16085,24.34
844,436916,755,529.8,16090,24.34
845,437751,96,21.67,16126,24.23
846,437836,231,39.55,16131,24.34
847,437910,344,64.67,16136,24.34
848,438967,109,22.7,16169,24.23
849,439320,163,28.2,16200,24.34
850,439645,110,22.78,16205,24.44
851,439756,74,19.44,16210,24.34
852,440157,57,16.93,16242,24.34
853,441202,481,129.57,16274,24.34
854,441412,78,19.92,16279,24.23
855,441733,93,21.41,16284,24.44
856,441893,63,17.91,16288,24.34
857,442151,198,33.69,16320,24.34
858,442416,51,15.86,16325,24.44
859,442568,56,16.76,16330,24.44
860,443289,192,32.67,16362,24.34
861,443443,109,22.7,16367,24.44
862,444097,415,95,16398,24.34
863,444235,85,20.67,16403,24.44
864,444493,70,18.93,16408,24.23
865,445046,103,22.23,16440,24.34
866,445684,271,46.93,16445,24.34
867,446789,60,17.43,16478,24.01
868,446963,135,24.92,16483,24.44
869,448140,88,20.96,16542,24.44
870,448456,268,46.26,16547,24.23
871,448537,120,23.58,16552,24.34
872,449544,123,23.83,16584,24.23
873,449840,63,17.91,16589,24.34
874,450644,240,41.21,16621,24.34
875,451625,79,20.03,16653,24.23
876,451819,89,21.05,16658,24.34
877,452598,115,23.18,16689,24.34
878,453450,188,32.01,16721,24.34
879,453496,56,16.76,16726,24.34
880,453587,178,30.4,16731,24.44
881,453949,220,37.58,16735,24.23
882,454050,56,16.76,16766,24.44
883,454291,49,15.48,16771,24.34
884,455665,88,20.96,16803,24.34
885,455696,83,20.46,16808,24.34
886,457151,176,30.09,16867,24.34
887,457202,352,66.89,16872,24.34
888,457464,480,130.21,16877,24.44
889,458044,63,17.91,16912,24.34
890,459571,70,18.93,16944,24.34
891,460200,216,36.85,16976,24.34
892,460617,387,81.05,16981,24.44
893,460699,176,30.09,16986,24.23
894,461090,284,49.41,17018,24.12
895,461832,49,15.48,17023,24.34
896,463527,505,145.23,17082,24.34
897,464106,67,18.51,17117,24.34
898,464188,451,113.08,17122,24.34
899,464494,67,18.51,17127,24.34
900,464846,108,22.63,17132,24.34
901,465221,158,27.53,17164,24.34
902,465338,227,38.83,17169,24.44
903,465441,71,19.06,17174,24.34
904,466970,57,16.93,17206,24.44
905,467886,92,21.32,17238,24.44
906,468767,96,21.67,17270,24.34
907,469521,226,38.63,17302,24.34
908,469683,102,22.15,17307,24.34
909,470180,61,17.6,17339,24.44
910,472380,83,20.46,17398,24.44
911,476470,79,20.03,17511,24.34
912,477220,207,35.26,17543,24.34
913,477579,307,54.48,17548,24.34
914,477918,192,32.67,17553,24.34
915,478218,268,46.26,17585,24.34
916,478426,225,38.48,17590,24.34
917,479575,499,141.24,17622,24.01
918,479734,185,31.51,17627,24.34
919,481407,396,85.28,17686,24.23
920,481492,319,57.64,17691,24.23
921,483530,121,23.66,17752,24.44
922,483680,99,21.91,17757,24.44
923,485118,53,16.22,17816,24.44
924,485220,153,26.9,17820,24.34
925,487685,568,189.84,17879,24.44
926,488317,401,87.91,17915,24.44
927,488500,98,21.83,17920,24.34
928,488532,774,587.37,17925,24.34
929,489154,373,75.04,17961,24.44
930,490240,60,17.43,17994,24.44
931,490353,133,24.73,17999,24.34
932,490469,97,21.75,18004,24.34
933,490563,483,132.6,18009,24.34
934,490691,77,19.81,18014,24.34
935,490937,56,16.76,18019,24.34
936,491153,56,16.76,18051,24.44
937,491390,152,26.78,18056,24.44
938,491670,285,49.78,18061,24.23
939,493975,83,20.46,18122,24.44
940,494061,56,16.76,18154,24.44
941,494368,56,16.76,18159,24.34
942,494430,78,19.92,18164,24.34
943,494610,227,38.83,18169,24.34
944,494666,124,23.92,18174,24.34
945,495038,487,132.65,18206,24.34
946,495130,220,37.58,18211,24.34
947,496156,172,29.49,18243,24.34
948,496185,323,58.48,18248,24.34
949,496999,345,64.98,18253,24.34
950,497413,63,17.91,18286,24.23
951,498049,206,35.07,18318,24.44
952,498458,403,88.99,18323,24.44
953,498525,220,37.58,18328,24.34
954,498673,76,19.69,18333,24.44
955,499572,143,25.74,18365,24.34
956,500658,327,59.28,18397,24.34
957,500787,103,22.23,18402,24.44
958,503639,255,43.96,18488,24.34
959,505183,67,18.51,18549,24.44
960,505522,205,34.91,18554,24.34
961,505655,57,16.93,18559,24.34
962,506138,236,40.44,18591,24.34
963,508182,108,22.63,18652,24.23
964,508409,126,24.09,18657,24.23
965,508684,177,30.25,18662,24.34
966,508691,504,143.61,18666,24.34
967,508788,103,22.23,18671,24.34
968,510078,430,101.41,18730,24.34
969,510712,61,17.6,18734,24.34
970,511403,192,32.67,18766,24.34
971,511524,268,46.26,18771,24.44
972,512169,156,27.28,18803,24.34
973,512602,50,15.67,18808,24.44
974,513674,384,80.08,18840,24.34
975,514108,76,19.69,18874,24.34
976,515260,224,38.29,18906,24.34
977,515721,110,22.78,18911,24.34
978,515866,234,40.06,18916,24.44
979,515965,147,26.19,18921,24.44
980,516031,62,17.75,18953,24.34
981,516557,115,23.18,18958,24.44
982,518709,337,62.3,19017,24.44
983,518827,542,168.67,19022,24.44
984,518861,403,88.99,19027,24.34
985,519452,281,48.9,19061,24.23
986,520060,49,15.48,19094,24.34
987,520152,604,210.97,19099,24.34
988,520212,677,286.87,19104,24.34
989,520925,99,21.91,19109,24.44
990,521038,231,39.55,19141,24.44
991,521533,79,20.03,19146,24.23
992,521602,135,24.92,19151,24.23
993,523295,115,23.18,19210,24.23
994,524311,57,16.93,19242,24.44
995,524726,114,23.1,19247,24.34
996,524930,186,31.68,19252,24.44
997,525040,112,22.94,19284,24.44
998,526086,103,22.23,19316,24.34
999,526462,185,31.51,19321,24.34
1000,526498,384,80.08,19326,24.34
1001,526714,178,30.4,19331,24.34
1002,527216,457,118.95,19364,24.23
1003,528198,236,40.44,19399,24.44
1004,528553,518,151.06,19404,24.44
1005,528560,140,25.42,19409,24.44
1006,530119,345,64.98,19468,24.23
1007,530384,67,18.51,19473,24.44
1008,530868,102,22.15,19478,24.23
1009,530919,300,52.79,19483,24.34
1010,531209,172,29.49,19516,24.34
1011,531759,70,18.93,19521,24.44
1012,532147,675,317.99,19553,24.44
1013,533249,319,57.64,19589,24.44
1014,533709,238,40.82,19594,24.44
1015,533867,83,20.46,19599,24.44
1016,533962,243,41.74,19604,24.44
1017,534260,88,20.96,19637,24.34
1018,535079,280,48.67,19669,24.34
1019,535197,472,125.87,19674,24.44
1020,535296,50,15.67,19679,24.34
1021,535519,85,20.67,19684,24.44
1022,536452,92,21.32,19716,24.34
1023,536524,440,109.25,19721,24.34
1024,536586,60,17.43,19726,24.34
1025,536770,73,19.32,19731,24.44
1026,538248,194,33,19790,24.44
1027,538829,127,24.18,19795,24.44
1028,540910,76,19.69,19854,24.44
1029,540934,391,82.35,19859,24.34
1030,540978,67,18.51,19864,24.34
1031,541345,78,19.92,19896,24.34
1032,541433,496,144.49,19901,24.34
1033,541794,71,19.06,19906,24.44
1034,543125,70,18.93,19965,24.34
1035,543565,399,87.3,19970,24.44
1036,543947,384,80.08,19975,24.44
1037,544071,579,187.32,20009,24.44
1038,544463,73,19.32,20014,24.34
1039,546044,83,20.46,20073,24.44
1040,546373,79,20.03,20078,24.34
1041,546419,63,17.91,20083,24.44
1042,547598,57,16.93,20115,24.23
1043,547762,97,21.75,20120,24.44
1044,548568,217,37.04,20152,24.12
1045,549396,71,19.06,20185,24.23
1046,549474,252,43.42,20190,24.23
1047,551060,76,19.69,20251,24.44
1048,551327,96,21.67,20256,24.44
1049,551469,192,32.67,20261,24.34
1050,551559,207,35.26,20266,24.44
1051,553241,57,16.93,20326,24.44
1052,553799,355,68.3,20331,24.34
1053,554117,188,32.01,20364,24.34
1054,554559,127,24.18,20369,24.34
1055,554594,57,16.93,20374,24.44
1056,554787,536,160.18,20379,24.34
1057,554954,120,23.58,20384,24.34
1058,555419,457,118.95,20416,24.34
1059,556315,199,33.86,20451,24.23
1060,556393,216,36.85,20456,24.44
1061,559606,399,87.3,20544,24.44
1062,559850,71,19.06,20549,24.44
1063,561490,153,26.9,20608,24.44
1064,561511,376,76.43,20613,24.34
1065,562228,249,42.85,20647,24.34
1066,562278,56,16.76,20652,24.23
1067,562612,466,122,20657,24.44
1068,562701,90,21.14,20662,24.23
1069,562706,216,36.85,20666,24.34
1070,562780,79,20.03,20671,24.44
1071,563136,222,37.96,20703,24.23
1072,564247,57,16.93,20735,24.44
1073,564472,63,17.91,20740,24.44
1074,564485,85,20.67,20745,24.23
1075,564540,440,109.25,20750,24.34
1076,564933,83,20.46,20755,24.23
1077,565218,409,91.12,20787,24.34
1078,565362,120,23.58,20792,24.34
1079,565554,384,80.08,20797,24.44
1080,565589,327,59.28,20802,24.44
1081,565718,415,95,20807,24.34
1082,566691,435,104.92,20841,24.23
1083,566840,615,227.36,20846,24.44
1084,567211,291,50.97,20882,24.23
1085,567276,225,38.48,20887,24.23
1086,568266,83,20.46,20920,24.44
1087,568302,233,39.92,20925,24.44
1088,568420,152,26.78,20930,24.34
1089,569197,188,32.01,20962,24.34
1090,569422,58,17.1,20967,24.44
1091,570260,224,38.29,20999,24.44
1092,570385,60,17.43,21004,24.44
1093,570563,327,59.28,21009,24.44
1094,572043,174,29.79,21070,24.34
1095,572687,344,64.67,21075,24.34
1096,573310,88,20.96,21109,24.44
1097,573628,217,37.04,21114,24.23
1098,573669,124,23.92,21119,24.34
1099,573755,71,19.06,21124,24.34
1100,574079,497,142.37,21156,24.44
1101,574684,270,46.71,21161,24.23
1102,574740,195,33.17,21166,24.34
1103,576270,318,57.28,21227,24.34
1104,577741,97,21.75,21260,24.34
1105,578867,56,16.76,21292,24.44
1106,580463,56,16.76,21351,24.34
1107,580832,63,17.91,21356,24.34
1108,581281,70,18.93,21388,24.44
1109,581365,385,80.11,21393,24.34
1110,582042,204,34.73,21427,24.44
1111,583190,204,34.73,21459,24.44
1112,584280,92,21.32,21491,24.44
1113,584410,492,134.92,21496,24.44
1114,585563,339,62.98,21531,24.44
1115,586401,384,80.08,21564,24.34
1116,587764,126,24.09,21598,24.34
1117,587789,204,34.73,21603,24.34
1118,588048,359,69.86,21635,24.34
1119,588545,99,21.91,21640,24.34
1120,588697,103,22.23,21645,24.44
1121,588735,419,97.2,21650,24.23
1122,589204,205,34.91,21684,24.44
1123,589713,293,51.29,21689,24.23
1124,590290,248,42.69,21722,24.34
1125,590497,112,22.94,21727,24.34
1126,590641,188,32.01,21732,24.34
1127,590877,88,20.96,21737,24.01
1128,591202,113,23.02,21769,24.34
