Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],Temp[C]
765,438672,248,42.69,15733,24.44
766,439545,147,26.19,15765,24.34
767,440879,51,15.86,15797,24.44
768,441129,176,30.09,15829,24.44
769,441516,348,65.64,15834,24.44
770,441551,173,29.64,15839,24.44
771,443394,391,82.35,15898,24.44
772,444197,120,23.58,15932,24.44
773,444824,255,43.96,15937,24.34
774,444950,481,129.57,15942,24.34
775,445985,127,24.18,15977,24.44
776,446732,60,17.43,16009,24.44
777,447048,170,29.19,16041,24.44
778,447201,152,26.78,16046,24.34
779,447432,154,27.02,16051,24.44
780,447618,428,101.58,16056,24.44
781,448099,112,22.94,16089,24.44
782,448556,511,149.39,16094,24.34
783,448631,135,24.92,16099,24.44
784,448905,224,38.29,16104,24.44
785,449038,377,76.28,16136,24.34
786,449348,188,32.01,16141,24.44
787,449703,76,19.69,16145,24.44
788,449840,78,19.92,16150,24.44
789,450180,207,35.26,16182,24.44
790,450437,355,68.3,16187,24.44
791,450764,352,66.89,16191,24.44
792,451524,51,15.86,16224,24.44
793,452434,57,16.93,16256,24.44
794,452680,67,18.51,16261,24.44
795,452708,127,24.18,16266,24.44
796,453630,49,15.48,16298,24.44
797,453731,263,45.37,16303,24.34
798,454547,88,20.96,16335,24.34
799,455067,109,22.7,16367,24.34
800,455155,399,87.3,16371,24.44
801,455833,103,22.23,16376,24.34
802,456000,167,28.76,16381,24.44
803,457064,193,32.84,16440,24.23
804,457175,78,19.92,16445,24.34
805,458483,76,19.69,16477,24.34
806,459758,207,35.26,16509,24.44
807,460099,60,17.43,16541,24.44
808,460343,302,53.3,16546,24.44
809,460599,96,21.67,16551,24.44
810,460655,252,43.42,16556,24.44
811,461379,71,19.06,16588,24.44
812,461744,339,62.98,16593,24.34
813,461844,147,26.19,16598,24.34
814,462362,92,21.32,16630,24.44
815,462899,124,23.92,16635,24.44
816,463078,403,88.99,16667,24.44
817,464094,504,143.61,16701,24.44
818,464836,192,32.67,16706,24.44
819,465500,504,143.61,16738,24.23
820,465651,96,21.67,16743,24.44
821,466462,60,17.43,16775,24.44
822,467599,114,23.1,16807,24.44
823,467879,231,39.55,16812,24.44
824,468292,127,24.18,16844,24.44
825,469684,99,21.91,16876,24.44
826,470699,92,21.32,16908,24.44
827,470921,448,112.41,16913,24.44
828,471720,335,61.77,16947,24.44
829,473088,83,20.46,17008,24.44
830,473563,325,59.05,17013,24.44
831,473597,112,22.94,17018,24.44
832,474165,153,26.9,17050,24.34
833,474382,108,22.63,17055,24.44
834,474935,284,49.41,17060,24.44
835,475263,71,19.06,17093,24.44
836,476076,50,15.67,17125,24.44
837,476324,103,22.23,17130,24.44
838,476396,236,40.44,17135,24.34
839,477201,63,17.91,17168,24.44
840,477842,67,18.51,17173,24.44
841,478389,101,22.08,17205,24.44
842,478854,172,29.49,17210,24.44
843,478894,195,33.17,17215,24.44
844,479111,99,21.91,17247,24.44
845,479376,240,41.21,17252,24.44
846,479499,652,262.1,17257,24.44
847,479597,99,21.91,17262,24.34
848,479829,63,17.91,17267,24.44
849,480713,51,15.86,17299,24.23
850,480870,79,20.03,17304,24.44
851,482095,231,39.55,17362,24.34
852,482736,97,21.75,17367,24.34
853,482881,179,30.55,17371,24.44
854,482990,57,16.93,17375,24.44
855,483200,83,20.46,17407,24.44
856,483382,60,17.43,17412,24.44
857,483583,85,20.67,17417,24.44
858,483590,434,104.89,17422,24.44
859,483670,441,109.77,17427,24.44
860,483986,518,151.06,17432,24.44
861,484739,63,17.91,17468,24.34
862,484933,51,15.86,17473,24.34
863,485691,515,147.53,17505,24.44
864,486148,261,45.09,17540,24.44
865,486562,115,23.18,17545,24.44
866,486698,63,17.91,17550,24.44
867,486819,63,17.91,17555,24.44
868,486996,638,261.42,17560,24.44
869,488445,359,69.86,17623,24.44
870,488751,134,24.82,17627,24.44
871,489833,455,117.03,17659,24.34
872,490091,159,27.66,17693,24.44
873,490329,184,31.36,17698,24.44
874,490370,227,38.83,17703,24.44
875,490807,120,23.58,17708,24.44
876,492085,387,81.05,17767,24.44
877,492996,83,20.46,17772,24.44
878,493915,588,183.26,17806,24.44
879,494355,401,87.91,17842,24.44
880,494878,192,32.67,17847,24.34
881,495124,440,109.25,17879,24.44
882,495208,96,21.67,17884,24.34
883,495391,56,16.76,17889,24.44
884,496446,304,53.73,17921,24.44
885,496536,248,42.69,17926,24.34
886,496589,79,20.03,17931,24.44
887,497517,193,32.84,17962,24.44
888,498377,49,15.48,17994,24.44
889,499557,448,112.41,18026,24.44
890,499651,319,57.64,18031,24.44
891,500270,60,17.43,18064,24.44
892,500547,110,22.78,18069,24.44
893,500790,316,56.81,18074,24.44
894,503343,255,43.96,18163,24.34
895,503940,391,82.35,18168,24.44
896,503967,63,17.91,18173,24.34
897,504038,326,59.13,18205,24.44
898,505112,115,23.18,18238,24.44
899,505833,371,73.82,18243,24.44
900,507489,181,30.87,18304,24.44
901,507824,53,16.22,18308,24.44
902,508157,478,129.43,18339,24.44
903,509267,211,35.96,18374,24.44
904,509595,51,15.86,18379,24.34
905,510401,188,32.01,18411,24.34
906,511184,49,15.48,18443,24.44
907,511730,89,21.05,18448,24.44
908,511787,165,28.48,18452,24.44
909,512856,140,25.42,18484,24.44
910,512946,335,61.77,18489,24.34
911,514948,99,21.91,18550,24.44
912,515143,102,22.15,18582,24.34
913,515367,108,22.63,18587,24.34
914,516288,216,36.85,18619,24.44
915,517108,353,67.64,18651,24.34
916,517326,287,50.23,18655,24.34
917,517495,199,33.86,18660,24.44
918,517939,199,33.86,18665,24.44
919,518286,158,27.53,18697,24.44
920,518582,313,56.02,18702,24.44
921,518620,213,36.33,18707,24.34
922,519680,89,21.05,18739,24.34
923,519938,295,51.75,18743,24.44
924,520412,189,32.16,18776,24.44
925,520598,56,16.76,18780,24.44
926,520758,89,21.05,18785,24.44
927,520907,67,18.51,18789,24.44
928,521367,327,59.28,18821,24.44
929,521545,124,23.92,18826,24.44
930,521605,216,36.85,18831,24.34
931,522442,71,19.06,18863,24.44
932,522476,71,19.06,18868,24.34
933,522487,376,76.43,18873,24.44
934,522640,327,59.28,18878,24.44
935,523496,295,51.75,18911,24.44
936,523828,71,19.06,18916,24.44
937,523954,473,126.29,18921,24.44
938,524576,323,58.48,18956,24.34
939,525287,67,18.51,18989,24.34
940,525881,323,58.48,18994,24.44
941,527053,94,21.5,19055,24.44
942,527507,78,19.92,19059,24.44
943,528317,300,52.79,19091,24.34
944,528388,77,19.81,19096,24.44
945,528442,79,20.03,19101,24.44
946,528630,387,81.05,19106,24.44
947,529077,78,19.92,19140,24.44
948,530776,114,23.1,19172,24.44
949,531056,205,34.91,19204,24.34
950,531086,106,22.47,19209,24.23
951,531411,325,59.05,19214,24.44
952,531654,262,45.24,19219,24.34
953,531958,159,27.66,19224,24.44
954,532504,83,20.46,19256,24.44
955,532864,463,119.23,19261,24.44
956,533980,121,23.66,19296,24.44
957,534108,192,32.67,19328,24.44
958,534663,480,130.21,19333,24.34
959,534723,103,22.23,19338,24.44
960,536185,50,15.67,19397,24.44
961,536241,254,43.77,19402,24.44
962,536399,57,16.93,19407,24.34
963,537820,103,22.23,19439,24.44
964,538216,352,66.89,19471,24.44
965,539233,67,18.51,19504,24.44
966,540504,67,18.51,19536,24.44
967,540736,195,33.17,19541,24.44
968,541136,57,16.93,19573,24.34
969,541405,88,20.96,19578,24.44
970,542373,236,40.44,19610,24.44
971,542567,300,52.79,19615,24.44
972,542993,79,20.03,19620,24.44
973,543881,280,48.67,19653,24.44
974,544233,192,32.67,19686,24.44
975,544493,63,17.91,19691,24.44
976,544799,319,57.64,19696,24.44
977,545975,312,55.68,19729,24.44
978,546892,53,16.22,19762,24.44
979,546958,112,22.94,19766,24.44
980,547640,472,125.87,19798,24.34
981,547711,56,16.76,19803,24.44
982,548718,67,18.51,19835,24.44
983,548941,721,433.48,19840,24.34
984,549421,78,19.92,19875,24.34
985,550514,71,19.06,19907,24.44
986,550948,755,529.8,19912,24.44
987,551824,89,21.05,19948,24.44
988,552530,206,35.07,19979,24.44
989,553725,61,17.6,20011,24.34
990,554853,60,17.43,20043,24.44
991,555316,318,57.28,20075,24.34
992,555565,451,113.08,20080,24.34
993,556265,604,210.97,20114,24.23
994,556366,483,132.6,20119,24.34
995,556412,300,52.79,20124,24.44
996,556724,135,24.92,20129,24.44
997,557215,415,95,20161,24.44
998,557247,103,22.23,20166,24.34
999,558628,304,53.73,20198,24.44
1000,559077,51,15.86,20231,24.34
1001,559555,317,56.91,20236,24.34
1002,559915,76,19.69,20241,24.44
1003,560133,487,132.65,20273,24.44
1004,560254,224,38.29,20278,24.34
1005,560314,85,20.67,20283,24.44
1006,560529,350,66.46,20288,24.44
1007,560657,217,37.04,20293,24.23
1008,561035,364,71.71,20326,24.34
1009,561384,255,43.96,20331,24.44
1010,561832,88,20.96,20336,24.44
1011,562320,56,16.76,20368,24.34
1012,562863,63,17.91,20373,24.44
1013,562963,71,19.06,20378,24.44
1014,563583,313,56.02,20410,24.44
1015,563774,252,43.42,20415,24.44
1016,564407,664,270.86,20448,24.34
1017,564421,199,33.86,20453,24.34
1018,564974,377,76.28,20458,24.44
1019,565367,255,43.96,20492,24.34
1020,565556,387,81.05,20497,24.44
1021,566044,140,25.42,20531,24.34
1022,566420,78,19.92,20536,24.44
1023,566498,390,82.7,20541,24.34
1024,566905,216,36.85,20546,24.44
1025,567409,57,16.93,20579,24.44
1026,568613,295,51.75,20611,24.44
1027,570382,512,144.44,20672,24.44
1028,570639,90,21.14,20676,24.44
1029,570933,74,19.44,20680,24.44
1030,571372,455,117.03,20712,24.44
1031,572182,71,19.06,20747,24.44
1032,572570,319,57.64,20752,24.44
1033,572741,454,115.28,20757,24.44
1034,573687,115,23.18,20792,24.44
1035,573803,60,17.43,20797,24.44
1036,573895,280,48.67,20802,24.44
1037,573963,177,30.25,20807,24.44
1038,574239,67,18.51,20840,24.44
1039,574262,63,17.91,20845,24.44
1040,574408,377,76.28,20850,24.44
1041,576298,327,59.28,20913,24.34
1042,576393,112,22.94,20918,24.44
1043,576908,94,21.5,20923,24.23
1044,577262,83,20.46,20955,24.44
1045,578258,736,412.77,20987,24.44
1046,579117,339,62.98,21023,24.44
1047,580097,63,17.91,21056,24.44
1048,580522,63,17.91,21061,24.44
1049,581423,496,144.49,21093,24.34
1050,581745,53,16.22,21098,24.44
1051,581939,415,95,21103,24.44
1052,584086,174,29.79,21195,24.44
1053,584234,67,18.51,21200,24.44
1054,584714,156,27.28,21205,24.44
1055,586551,167,28.76,21264,24.34
1056,586628,665,286.02,21269,24.44
1057,587120,71,19.06,21305,24.44
1058,587532,444,109.09,21310,24.44
1059,587938,165,28.48,21315,24.44
1060,588073,94,21.5,21347,24.44
1061,588105,179,30.55,21352,24.34
1062,592002,82,20.36,21441,24.34
1063,592164,173,29.64,21474,24.44
