Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],Temp[C]
763,430734,449,112.05,15471,23.91
764,430870,368,72.93,15476,24.23
765,430981,153,26.9,15481,24.23
766,431559,71,19.06,15513,24.01
767,431728,194,33,15518,24.34
768,432624,440,109.25,15550,24.23
769,432859,50,15.67,15555,24.01
770,433264,120,23.58,15587,24.23
771,433299,94,21.5,15592,24.23
772,433339,371,73.82,15597,23.91
773,434601,248,42.69,15630,24.34
774,435154,195,33.17,15662,24.34
775,435600,94,21.5,15667,24.23
776,435666,108,22.63,15671,24.01
777,435992,335,61.77,15676,23.91
778,436300,94,21.5,15708,24.34
779,437119,56,16.76,15739,24.01
780,437132,524,150.73,15744,24.34
781,437311,79,20.03,15749,24.23
782,439270,403,88.99,15808,24.23
783,439744,63,17.91,15813,24.23
784,440733,51,15.86,15845,24.23
785,441076,63,17.91,15877,24.23
786,441145,60,17.43,15882,24.23
787,441721,344,64.67,15887,23.91
788,442533,455,117.03,15920,24.01
789,444259,352,66.89,15983,24.12
790,444913,53,16.22,15988,24.34
791,445129,88,20.96,16019,24.01
792,445146,88,20.96,16024,24.44
793,445168,96,21.67,16029,24.23
794,446114,67,18.51,16061,24.44
795,447271,131,24.54,16093,23.91
796,447314,108,22.63,16098,24.12
797,447685,125,24,16103,24.23
798,448542,142,25.64,16135,24.34
799,448968,56,16.76,16140,24.23
800,449471,146,26.08,16172,24.23
801,449686,312,55.68,16177,24.01
802,449980,423,97.36,16182,24.01
803,450759,408,90.57,16215,24.01
804,451155,401,87.91,16249,24.01
805,452264,163,28.2,16283,24.12
806,452547,467,121.56,16288,24.23
807,454358,115,23.18,16353,24.44
808,455378,287,50.23,16385,24.01
809,460216,455,117.03,16530,24.23
810,460310,124,23.92,16535,24.23
811,461302,57,16.93,16567,24.23
812,461986,115,23.18,16572,24.12
813,462559,147,26.19,16604,24.01
814,462895,206,35.07,16609,24.01
815,463197,655,252.34,16640,24.01
816,463710,344,64.67,16645,24.12
817,464778,408,90.57,16678,24.23
818,464976,103,22.23,16683,24.23
819,466071,92,21.32,16742,24.23
820,466421,156,27.28,16747,24.23
821,468086,71,19.06,16806,23.91
822,468540,344,64.67,16811,24.01
823,470605,66,18.36,16872,24.01
824,471343,172,29.49,16904,24.12
825,472996,82,20.36,16936,24.23
826,473258,56,16.76,16968,24.23
827,473371,76,19.69,16973,24.34
828,473749,120,23.58,16978,23.91
829,473924,51,15.86,16983,24.34
830,474079,179,30.55,17015,24.23
831,474423,88,20.96,17019,24.01
832,474567,192,32.67,17024,24.23
833,474590,211,35.96,17029,24.12
834,474853,216,36.85,17034,24.01
835,474986,103,22.23,17039,24.23
836,476047,460,119.54,17098,24.12
837,477043,241,41.39,17132,23.91
838,477224,231,39.55,17137,24.34
839,477326,71,19.06,17142,24.23
840,477555,76,19.69,17147,24.23
841,477944,79,20.03,17152,24.23
842,478214,163,28.2,17184,24.12
843,478415,216,36.85,17189,23.91
844,478437,575,187.3,17194,24.01
845,478528,79,20.03,17199,24.23
846,478807,152,26.78,17204,24.23
847,479455,50,15.67,17236,24.12
848,480243,121,23.66,17268,24.12
849,482851,448,112.41,17327,24.01
850,483635,275,47.73,17362,24.12
851,487253,316,56.81,17479,24.23
852,487566,66,18.36,17484,24.34
853,488146,412,92.93,17516,24.23
854,488219,135,24.92,17521,24.12
855,488228,300,52.79,17526,24.34
856,488304,376,76.43,17531,24.23
857,488317,62,17.75,17536,24.12
858,488558,96,21.67,17541,24.01
859,489069,636,231.85,17573,24.23
860,489409,67,18.51,17578,24.34
861,489609,271,46.93,17583,24.12
862,490207,441,109.77,17616,24.34
863,490602,141,25.53,17621,24.23
864,491356,83,20.46,17653,24.12
865,494736,63,17.91,17739,24.01
866,494831,511,149.39,17744,24.23
867,495695,339,62.98,17779,24.34
868,497065,211,35.96,17840,24.34
869,497889,330,60.13,17845,24.23
870,498212,275,47.73,17878,24.12
871,498231,89,21.05,17883,24.23
872,498504,63,17.91,17888,24.23
873,499742,207,35.26,17920,24.34
874,499815,353,67.64,17925,24.34
875,500753,192,32.67,17958,24.12
876,501345,76,19.69,17990,24.12
877,502091,76,19.69,18022,24.34
878,504942,189,32.16,18081,24.34
879,505208,323,58.48,18112,24.12
880,506207,127,24.18,18145,24.34
881,506339,359,69.86,18150,24.23
882,506893,127,24.18,18154,24.23
883,507000,121,23.66,18159,24.23
884,507195,50,15.67,18191,24.01
885,507278,71,19.06,18196,24.23
886,507996,85,20.67,18201,24.23
887,508273,323,58.48,18233,24.34
888,509463,240,41.21,18266,24.23
889,509986,302,53.3,18271,24.23
890,510115,114,23.1,18304,24.23
891,511209,143,25.74,18336,24.01
892,512627,73,19.32,18368,24.23
893,513369,71,19.06,18400,24.34
894,514571,112,22.94,18432,23.91
895,515702,131,24.54,18464,24.12
896,520167,71,19.06,18604,24.23
897,521780,143,25.74,18636,24.01
898,522346,263,45.37,18668,24.12
899,523283,76,19.69,18701,24.23
900,523492,103,22.23,18706,24.01
901,523818,88,20.96,18711,24.34
902,524821,103,22.23,18743,23.91
903,525328,271,46.93,18775,23.91
904,525463,99,21.91,18780,24.23
905,525705,113,23.02,18785,24.23
906,525818,384,80.08,18790,24.44
907,526154,112,22.94,18824,24.23
908,526577,103,22.23,18829,24.01
909,526692,156,27.28,18834,24.23
910,526854,201,34.22,18839,24.23
911,526881,63,17.91,18844,24.44
912,527233,156,27.28,18876,24.34
913,527477,110,22.78,18881,24.01
914,528706,109,22.7,18913,23.91
915,528724,60,17.43,18918,24.34
916,529101,487,132.65,18950,24.01
917,529746,198,33.69,18955,24.12
918,530597,492,134.92,18987,23.8
919,530842,327,59.28,18992,24.12
920,530911,284,49.41,18997,24.01
921,531814,110,22.78,19030,23.91
922,533126,263,45.37,19089,23.8
923,534719,58,17.1,19122,24.01
924,535688,62,17.75,19154,24.34
925,535992,230,39.39,19159,24.01
926,539424,252,43.42,19272,24.23
927,539497,51,15.86,19277,24.01
928,539669,281,48.9,19282,24.23
929,539897,70,18.93,19287,23.91
930,540042,60,17.43,19319,24.01
931,540127,504,143.61,19324,24.23
932,540555,185,31.51,19329,24.34
933,541162,98,21.83,19361,24.23
934,541511,211,35.96,19366,24.34
935,542136,248,42.69,19398,24.12
936,542757,231,39.55,19403,24.34
937,543778,376,76.43,19435,23.91
938,544281,88,20.96,19468,24.34
939,544641,117,23.34,19473,24.23
940,544869,120,23.58,19478,24.23
941,544923,384,80.08,19483,24.23
942,545364,355,68.3,19517,24.34
943,545834,304,53.73,19521,24.34
944,545900,399,87.3,19526,24.01
945,546107,376,76.43,19560,24.23
946,547181,526,158.17,19593,24.12
947,548522,110,22.78,19629,23.91
948,548825,284,49.41,19634,24.34
949,549778,51,15.86,19667,24.12
950,551469,255,43.96,19726,24.23
951,551898,71,19.06,19731,24.23
952,552074,85,20.67,19763,24.01
953,554211,49,15.48,19822,24.01
954,554848,711,380.66,19827,24.23
955,555460,81,20.25,19862,24.01
956,555811,192,32.67,19867,24.23
957,556602,165,28.48,19899,24.44
958,556665,377,76.28,19904,24.23
959,556689,368,72.93,19909,24.12
960,557052,236,40.44,19942,24.34
961,557618,377,76.28,19947,24.34
962,557757,371,73.82,19952,24.23
963,558287,56,16.76,19985,24.01
964,558392,172,29.49,19990,23.91
965,558833,133,24.73,19995,24.23
966,559079,192,32.67,20027,24.23
967,559661,51,15.86,20032,24.23
968,560664,140,25.42,20064,23.91
969,561141,159,27.66,20096,24.44
970,561481,51,15.86,20101,24.23
971,561764,211,35.96,20106,24.01
972,562262,94,21.5,20137,24.44
973,562430,568,189.84,20141,24.34
974,563069,76,19.69,20177,24.34
975,563570,63,17.91,20182,24.23
976,563632,76,19.69,20187,24.23
977,563905,112,22.94,20192,24.12
978,564270,103,22.23,20224,24.23
979,564405,56,16.76,20229,24.23
980,565425,419,97.2,20261,24.34
981,565485,57,16.93,20266,24.44
982,566516,105,22.39,20298,24.23
983,566593,691,332.16,20303,24.12
984,566861,121,23.66,20308,24.34
985,566898,192,32.67,20313,24.44
986,567597,108,22.63,20345,24.23
987,568781,275,47.73,20377,24.23
988,569714,51,15.86,20409,24.23
989,570204,313,56.02,20441,24.01
990,570209,216,36.85,20446,24.23
991,570394,135,24.92,20451,24.34
992,570423,419,97.2,20456,24.01
993,571040,63,17.91,20490,24.34
994,571752,71,19.06,20495,24.12
995,572315,448,112.41,20527,24.23
996,572427,71,19.06,20532,24.12
997,572724,82,20.36,20537,24.23
998,572956,281,48.9,20542,24.12
999,573174,49,15.48,20575,24.23
1000,573744,165,28.48,20580,23.91
1001,575572,53,16.22,20639,24.23
1002,575751,49,15.48,20644,24.01
1003,575849,51,15.86,20649,24.12
1004,576259,345,64.98,20681,24.23
1005,576415,325,59.05,20686,24.23
1006,576687,325,59.05,20691,24.23
1007,577577,499,141.24,20724,23.91
1008,580102,127,24.18,20822,24.34
1009,580124,83,20.46,20827,24.23
1010,580677,83,20.46,20832,24.23
1011,581291,79,20.03,20864,24.23
1012,581825,103,22.23,20869,24.23
1013,582672,56,16.76,20901,24.01
1014,582768,384,80.08,20906,24.23
1015,583193,521,150.31,20940,23.91
1016,584361,76,19.69,20976,24.34
1017,584664,67,18.51,20981,24.12
1018,584932,344,64.67,20986,24.12
1019,585458,112,22.94,21019,24.34
1020,586799,263,45.37,21051,24.34
1021,588988,248,42.69,21112,24.23
1022,589128,62,17.75,21145,24.34
1023,589173,240,41.21,21150,24.34
1024,589724,61,17.6,21155,24.34
1025,590153,385,80.11,21187,24.23
1026,592054,92,21.32,21250,24.23
1027,592398,345,64.98,21255,24.23
1028,592999,71,19.06,21260,24.23
1029,593216,430,101.41,21294,24.12
1030,595174,344,64.67,21358,23.91
1031,595558,135,24.92,21363,24.44
1032,596336,63,17.91,21395,24.34
1033,596663,622,244.71,21400,24.23
1034,598597,165,28.48,21467,24.23
1035,598891,93,21.41,21472,24.12
1036,599354,671,277.06,21504,23.58
1037,600301,131,24.54,21540,24.34
1038,600477,300,52.79,21545,24.34
1039,600866,504,143.61,21550,23.91
1040,600893,255,43.96,21555,24.12
1041,600904,323,58.48,21560,24.12
1042,602207,88,20.96,21626,24.01
1043,602922,492,134.92,21631,24.34
1044,603232,185,31.51,21666,24.12
1045,604829,167,28.76,21699,24.12
