Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],Temp[C]
769,418396,79,20.03,15190,24.34
770,419252,63,17.91,15222,24.44
771,420725,121,23.66,15254,24.34
772,421574,213,36.33,15286,24.34
773,422385,92,21.32,15317,24.44
774,423107,415,95,15349,24.44
775,423397,255,43.96,15354,24.44
776,424266,195,33.17,15386,24.44
777,424402,67,18.51,15391,24.44
778,424688,399,87.3,15396,24.34
779,425462,94,21.5,15430,24.44
780,426123,56,16.76,15461,24.23
781,426329,231,39.55,15466,24.44
782,426799,89,21.05,15471,24.34
783,426856,551,164.56,15475,24.34
784,428055,312,55.68,15542,24.44
785,429101,71,19.06,15575,24.44
786,429226,57,16.93,15580,24.44
787,430260,189,32.16,15612,24.44
788,430993,51,15.86,15616,24.44
789,431196,409,91.12,15648,24.44
790,432333,101,22.08,15682,24.44
791,432407,163,28.2,15687,24.23
792,432634,79,20.03,15692,24.44
793,433921,96,21.67,15724,24.44
794,434225,213,36.33,15756,24.44
795,434444,76,19.69,15760,24.44
796,434455,224,38.29,15765,24.44
797,436175,184,31.36,15824,24.44
798,436273,99,21.91,15829,24.34
799,436995,179,30.55,15834,24.34
800,437590,79,20.03,15865,24.44
801,437631,243,41.74,15870,24.44
802,437685,51,15.86,15875,24.44
803,437952,193,32.84,15880,24.34
804,438136,63,17.91,15912,24.44
805,438504,169,29.05,15917,24.44
806,438734,53,16.22,15922,24.23
807,439245,71,19.06,15953,24.34
808,439715,344,64.67,15958,24.44
809,440242,369,73.42,15991,24.34
810,441519,163,28.2,16024,24.34
811,442739,195,33.17,16056,24.34
812,442760,352,66.89,16061,24.34
813,442813,184,31.36,16066,24.34
814,442852,96,21.67,16071,24.44
815,442859,414,93.93,16076,24.34
816,443546,192,32.67,16110,24.44
817,443747,463,119.23,16115,24.44
818,443823,275,47.73,16120,24.44
819,444193,83,20.46,16152,24.44
820,444307,290,50.82,16157,24.44
821,445108,89,21.05,16190,24.44
822,445214,192,32.67,16194,24.44
823,446996,61,17.6,16226,24.44
824,447217,177,30.25,16258,24.44
825,448322,51,15.86,16290,24.34
826,448564,574,181.47,16295,24.34
827,448914,99,21.91,16300,24.44
828,449125,88,20.96,16332,24.34
829,449305,96,21.67,16337,24.44
830,449998,204,34.73,16342,24.34
831,450234,192,32.67,16374,24.34
832,450477,67,18.51,16379,24.34
833,450803,344,64.67,16384,24.44
834,450819,60,17.43,16389,24.44
835,451150,96,21.67,16421,24.34
836,451462,207,35.26,16426,24.34
837,451756,98,21.83,16431,24.34
838,452110,167,28.76,16463,24.44
839,452375,211,35.96,16468,24.44
840,455045,101,22.08,16554,24.44
841,455450,67,18.51,16559,24.44
842,455685,423,97.36,16564,24.34
843,455841,380,78.12,16568,24.34
844,456088,110,22.78,16600,24.34
845,456367,639,249.88,16605,24.23
846,458340,88,20.96,16672,24.34
847,458508,67,18.51,16677,24.44
848,461119,408,90.57,16763,24.34
849,462547,238,40.82,16797,24.44
850,462938,204,34.73,16802,24.44
851,463157,50,15.67,16834,24.34
852,463236,79,20.03,16839,24.44
853,463969,448,112.41,16843,24.34
854,465794,102,22.15,16908,24.44
855,466175,51,15.86,16940,24.44
856,466322,110,22.78,16945,24.44
857,466815,364,71.71,16950,24.34
858,467250,448,112.41,16983,24.34
859,467945,671,277.06,16988,24.44
860,468314,403,88.99,17024,24.23
861,469460,176,30.09,17058,24.34
862,470149,204,34.73,17090,24.44
863,470793,140,25.42,17095,24.44
864,471368,69,18.79,17127,24.34
865,472304,348,65.64,17159,24.44
866,472971,60,17.43,17164,24.34
867,473910,103,22.23,17196,24.34
868,474002,192,32.67,17201,24.44
869,474384,222,37.96,17233,24.44
870,474455,268,46.26,17237,24.34
871,474659,92,21.32,17242,24.44
872,476042,369,73.42,17301,24.44
873,476189,120,23.58,17306,24.44
874,476731,377,76.28,17311,24.44
875,476774,358,69.1,17316,24.34
876,476849,430,101.41,17320,24.34
877,477397,103,22.23,17353,24.34
878,477767,147,26.19,17358,24.44
879,478500,163,28.2,17390,24.44
880,478872,49,15.48,17395,24.44
881,479356,704,326.52,17427,24.34
882,479410,120,23.58,17432,24.44
883,479971,81,20.25,17437,24.34
884,480086,319,57.64,17469,24.44
885,480793,70,18.93,17474,24.44
886,481523,124,23.92,17506,24.34
887,481589,312,55.68,17511,24.34
888,481669,49,15.48,17516,24.44
889,482213,133,24.73,17548,24.34
890,482239,121,23.66,17553,24.23
891,482817,391,82.35,17558,24.44
892,483617,89,21.05,17592,24.44
893,483759,67,18.51,17596,24.34
894,483974,108,22.63,17601,24.34
895,485361,352,66.89,17660,24.34
896,485407,316,56.81,17665,24.44
897,485635,736,412.77,17670,24.44
898,486269,508,144.95,17706,24.23
899,487478,451,113.08,17741,24.34
900,490539,127,24.18,17836,24.34
901,490607,241,41.39,17841,24.34
902,490905,53,16.22,17846,24.34
903,491102,78,19.92,17877,24.44
904,491554,316,56.81,17882,24.44
905,492390,53,16.22,17915,24.34
906,492515,57,16.93,17919,24.23
907,492800,57,16.93,17924,24.44
908,493984,255,43.96,17956,24.23
909,494065,133,24.73,17989,24.23
910,494849,79,20.03,17994,24.34
911,494964,79,20.03,17999,24.44
912,495135,51,15.86,18031,24.44
913,495508,354,67.99,18036,24.44
914,496112,124,23.92,18069,24.34
915,496242,63,17.91,18074,24.44
916,496453,448,112.41,18079,24.34
917,497101,115,23.18,18113,24.34
918,497109,177,30.25,18118,24.44
919,497272,71,19.06,18123,24.34
920,497688,56,16.76,18128,24.44
921,498165,81,20.25,18160,24.44
922,498177,384,80.08,18165,24.44
923,498331,352,66.89,18170,24.34
924,499068,57,16.93,18203,24.23
925,499634,225,38.48,18208,24.23
926,500466,248,42.69,18240,24.34
927,500833,113,23.02,18245,24.44
928,501441,76,19.69,18277,24.44
929,502479,319,57.64,18309,24.44
930,502510,79,20.03,18314,24.34
931,502632,499,141.24,18319,24.44
932,503349,78,19.92,18354,24.44
933,504765,78,19.92,18386,24.44
934,505134,241,41.39,18418,24.34
935,505528,537,162.17,18423,24.44
936,506590,639,249.88,18459,24.44
937,508191,435,104.92,18526,24.34
938,509039,112,22.94,18560,24.44
939,509380,53,16.22,18565,24.44
940,510818,319,57.64,18596,24.44
941,511032,286,49.78,18629,24.34
942,511253,508,144.95,18634,24.44
943,511567,88,20.96,18639,24.44
944,512348,170,29.19,18671,24.44
945,512523,58,17.1,18676,24.44
946,512644,423,97.36,18681,24.44
947,512815,88,20.96,18685,24.34
948,512905,240,41.21,18690,24.44
949,512998,176,30.09,18695,24.34
950,514431,67,18.51,18755,24.44
951,516738,384,80.08,18814,24.34
952,517070,69,18.79,18848,24.44
953,517145,51,15.86,18853,24.44
954,517184,79,20.03,18858,24.44
955,517498,398,85.63,18863,24.34
956,517788,167,28.76,18868,24.44
957,517801,352,66.89,18873,24.23
958,518623,112,22.94,18906,24.34
959,519875,66,18.36,18938,24.01
960,520333,51,15.86,18970,24.23
961,520809,302,53.3,18975,24.44
962,520912,284,49.41,18980,24.34
963,522410,248,42.69,19040,24.23
964,522955,127,24.18,19045,24.44
965,523596,369,73.42,19077,24.34
966,525153,435,104.92,19138,24.44
967,525423,103,22.23,19143,24.34
968,526235,115,23.18,19175,24.44
969,526505,108,22.63,19180,24.44
970,527496,102,22.15,19212,24.44
971,528261,384,80.08,19244,24.01
972,528665,153,26.9,19249,24.34
973,528863,79,20.03,19254,24.44
974,528888,76,19.69,19259,24.44
975,529360,327,59.28,19291,24.34
976,529466,368,72.93,19296,24.44
977,530215,114,23.1,19329,24.34
978,530377,217,37.04,19334,24.34
979,532048,195,33.17,19393,24.34
980,533226,217,37.04,19425,24.44
981,533991,71,19.06,19430,24.44
982,534061,57,16.93,19462,24.44
983,534905,115,23.18,19467,24.44
984,535523,88,20.96,19499,24.44
985,536248,419,97.2,19531,24.44
986,536627,451,113.08,19536,24.44
987,536746,403,88.99,19541,24.44
988,537639,198,33.69,19575,24.34
989,539061,63,17.91,19634,24.44
990,539938,63,17.91,19639,24.34
991,540601,192,32.67,19671,24.44
992,541394,280,48.67,19703,24.44
993,541775,140,25.42,19708,24.44
994,541830,281,48.9,19713,24.34
995,542391,263,45.37,19746,24.44
996,542626,270,46.71,19751,24.44
997,543374,57,16.93,19784,24.44
998,543501,103,22.23,19789,24.44
999,544371,63,17.91,19821,24.44
1000,544709,435,104.92,19826,24.44
1001,545397,248,42.69,19861,24.34
1002,546187,463,119.23,19894,24.44
1003,546903,135,24.92,19899,24.34
1004,547753,112,22.94,19931,24.23
1005,547764,415,95,19936,24.44
1006,548969,53,16.22,19970,24.44
1007,550570,71,19.06,20029,24.44
1008,551696,60,17.43,20061,24.44
1009,551845,133,24.73,20066,24.34
1010,553348,140,25.42,20125,24.34
1011,553677,103,22.23,20130,24.44
1012,554344,49,15.48,20162,24.44
1013,554989,117,23.34,20167,24.44
1014,555085,49,15.48,20199,24.34
1015,555506,425,99.48,20204,24.44
1016,556085,335,61.77,20238,24.44
1017,556353,391,82.35,20243,24.34
1018,557104,216,36.85,20277,24.44
1019,557432,415,95,20282,24.34
1020,558106,110,22.78,20316,24.44
1021,558440,376,76.43,20321,24.44
1022,558516,152,26.78,20326,24.23
1023,558579,125,24,20331,24.44
1024,559091,542,168.67,20363,24.44
1025,559361,231,39.55,20368,24.44
1026,560047,547,162.22,20401,24.44
1027,560518,313,56.02,20406,24.34
1028,561772,192,32.67,20439,24.23
1029,562391,448,112.41,20472,24.44
1030,562478,412,92.93,20477,24.34
1031,562645,57,16.93,20482,24.34
1032,562871,199,33.86,20487,24.44
1033,563746,60,17.43,20520,24.34
1034,564331,57,16.93,20552,24.44
1035,564750,359,69.86,20557,24.44
1036,565787,51,15.86,20591,24.44
1037,565968,199,33.86,20596,24.44
1038,567373,103,22.23,20657,24.34
1039,568199,67,18.51,20689,24.34
1040,568471,295,51.75,20694,24.44
1041,569346,380,78.12,20727,24.44
1042,570590,513,148.53,20761,24.44
1043,570841,174,29.79,20766,24.44
1044,571060,312,55.68,20798,24.44
1045,571280,79,20.03,20803,24.34
1046,572777,184,31.36,20835,24.44
1047,572835,66,18.36,20840,24.44
1048,573043,63,17.91,20872,24.34
1049,573661,220,37.58,20877,24.44
1050,573761,57,16.93,20882,24.44
1051,576276,167,28.76,20968,24.44
1052,577066,76,19.69,21000,24.44
1053,578655,102,22.15,21032,24.23
1054,578763,56,16.76,21037,24.44
1055,578949,211,35.96,21042,24.44
1056,579344,88,20.96,21075,24.34
1057,579693,60,17.43,21080,24.44
1058,579756,352,66.89,21085,24.23
1059,580168,345,64.98,21119,24.44
1060,580296,63,17.91,21124,24.44
1061,580537,131,24.54,21129,24.34
1062,580669,771,600.02,21134,24.44
1063,580807,127,24.18,21139,24.34
1064,581703,159,27.66,21171,24.44
1065,582036,352,66.89,21203,24.34
1066,582217,323,58.48,21208,24.44
1067,583167,249,42.85,21241,24.44
1068,583376,192,32.67,21246,24.44
1069,584536,184,31.36,21279,24.44
1070,584916,50,15.67,21284,24.34
1071,585945,271,46.93,21316,24.34
1072,587238,551,164.56,21377,24.44
1073,587614,127,24.18,21382,24.34
1074,587989,63,17.91,21387,24.44
1075,588213,204,34.73,21419,24.34
1076,588654,352,66.89,21424,24.01
1077,588793,110,22.78,21429,24.34
1078,589102,248,42.69,21461,24.44
1079,589172,391,82.35,21466,24.44
1080,590202,192,32.67,21500,24.34
1081,590527,60,17.43,21505,24.34
1082,591749,385,80.11,21537,24.23
1083,592616,112,22.94,21571,24.44
1084,592892,99,21.91,21576,24.44
1085,593282,240,41.21,21608,24.44
1086,594998,112,22.94,21641,24.44
1087,595051,71,19.06,21674,24.44
1088,595198,384,80.08,21679,24.34
1089,596292,67,18.51,21713,24.34
1090,597385,102,22.15,21745,24.34
1091,598001,135,24.92,21750,24.44
1092,598305,263,45.37,21782,24.44
1093,599041,106,22.47,21815,24.44
1094,599450,167,28.76,21820,24.34
1095,599573,197,33.52,21825,24.44
1096,599669,259,44.69,21830,24.44
1097,599714,425,99.48,21835,24.34
1098,600113,127,24.18,21869,24.44
1099,600231,63,17.91,21874,24.44
1100,600790,369,73.42,21879,24.34
1101,601153,335,61.77,21913,24.34
1102,601546,669,274.85,21918,24.34
1103,601815,371,73.82,21923,24.34
1104,602860,62,17.75,21957,24.34
1105,603214,51,15.86,21989,24.44
1106,603309,60,17.43,21994,24.44
1107,603660,327,59.28,21999,24.44
1108,604984,79,20.03,22032,24.44
